,bathrooms,bedrooms,floors,grade,house_age,lat,long,price,sqft_basement,sqft_living,sqft_lot,waterfront,yr_built,zipcode
21530,2.5,3,2.0,8,5,47.4945,-122.149,509900.0,0.0,3030,9053,False,2009,98059
21531,2.0,2,2.0,8,5,47.5455,-122.375,327000.0,300.0,1490,1627,False,2009,98126
21534,2.0,3,2.0,7,3,47.5262,-122.361,249000.0,450.0,1260,1125,False,2011,98106
21535,4.5,5,2.0,11,0,47.6018,-122.06,1380000.0,0.0,4350,13405,False,2014,98074
21536,1.25,1,3.0,9,0,47.6228,-122.307,516500.0,0.0,1100,638,True,2014,98112
21538,2.5,3,2.0,8,4,47.3906,-122.304,388000.0,0.0,2198,6222,False,2010,98198
21539,2.25,3,3.0,8,1,47.6521,-122.4,549000.0,0.0,1230,1380,False,2013,98199
21541,2.5,3,2.0,8,5,47.6515,-122.375,530000.0,270.0,1410,1250,False,2010,98119
21542,2.5,3,2.0,8,0,47.6088,-122.311,747450.0,700.0,2110,1339,False,2014,98122
21543,2.5,2,2.0,7,5,47.5489,-122.36399999999999,305000.0,370.0,1590,2656,False,2009,98106
21548,2.75,5,2.0,9,0,47.4922,-122.15299999999999,579950.0,0.0,3080,5752,False,2014,98059
21549,2.75,4,2.0,7,1,47.3507,-122.291,341780.0,0.0,2260,4440,False,2014,98001
21551,3.25,3,3.0,9,1,47.6648,-122.353,690000.0,0.0,1540,1428,False,2013,98103
21552,3.5,4,2.0,10,1,47.599,-122.197,1700000.0,710.0,3830,8963,False,2014,98004
21555,3.5,4,2.0,8,1,47.5252,-122.19200000000001,608500.0,900.0,2850,5577,False,2014,98056
21556,1.75,3,2.0,8,0,47.5637,-122.295,230000.0,0.0,1140,1201,False,2014,98108
21557,3.5,4,2.0,10,5,47.5316,-122.07600000000001,785000.0,880.0,3070,4684,False,2009,98027
21558,3.0,3,3.0,8,0,47.6572,-122.346,610950.0,0.0,1680,1570,False,2014,98103
21559,2.5,3,2.0,8,0,47.2974,-122.34899999999999,399950.0,0.0,3087,5002,False,2014,98023
21561,3.25,4,2.0,9,1,47.5869,-122.311,579000.0,650.0,1900,2631,False,2014,98144
21562,1.5,2,2.0,7,5,47.5925,-122.295,362500.0,0.0,940,1768,True,2009,98144
21564,3.0,3,2.0,9,1,47.5184,-121.88600000000001,594866.0,0.0,2780,6000,False,2013,98065
21565,3.0,3,2.0,9,2,47.5184,-121.88600000000001,625000.0,0.0,2780,6000,False,2013,98065
21569,2.5,3,2.0,7,5,47.3339,-122.055,270000.0,0.0,1870,5000,False,2009,98042
21570,2.5,2,3.0,8,5,47.6707,-122.381,505000.0,0.0,1430,1201,False,2009,98107
21573,2.5,3,2.0,8,4,47.3452,-122.022,347500.0,0.0,2540,4760,False,2010,98038
21575,2.75,4,2.0,8,0,47.5001,-122.23200000000001,572000.0,0.0,2770,3852,False,2014,98178
21580,2.75,5,2.0,9,0,47.4822,-122.131,679950.0,0.0,3600,9437,False,2014,98059
21582,2.5,4,2.0,9,0,47.2931,-122.264,541800.0,0.0,3118,7866,True,2014,98001
21586,1.75,3,1.0,6,0,47.3095,-122.00200000000001,224000.0,0.0,1500,11968,True,2014,98010
21588,2.0,3,3.0,8,1,47.5699,-122.288,429000.0,0.0,1490,1126,False,2014,98144
21589,2.5,4,2.0,9,0,47.5137,-122.167,610685.0,0.0,2520,6023,False,2014,98056
21592,2.5,3,3.0,8,5,47.6993,-122.346,360000.0,0.0,1530,1131,False,2009,98103
21593,2.5,4,2.0,8,1,47.5107,-122.36200000000001,400000.0,0.0,2310,5813,False,2014,98146
21594,0.75,2,2.0,7,5,47.5944,-122.29899999999999,402101.0,0.0,1020,1350,False,2009,98144
